"Longitude","Latitude","Date","Category","Description"
"-88.1939936","40.0983209","9/9/2013","Theft","Valued at <$500"
"-88.1996155","40.1127389","9/11/2013","Theft","Valued at <$500"
"-88.2053018","40.1031382","9/11/2013","Theft","Valued at <$500"
"-88.218348","40.109227","9/11/2013","Theft","Valued at <$500"
"-88.2092875","40.1111635","9/12/2013","Theft","Valued at <$500"
"-88.2070184","40.1105809","9/12/2013","Theft","Valued at <$500"
"-88.2033759","40.1136866","9/14/2013","Theft","Valued at <$500"
"-88.1977057","40.1109666","9/14/2013","Theft","Valued at <$500"
"-88.2187557","40.1126897","9/13/2013","Theft","Valued at <$500"
"-88.2217316","40.1136559","9/15/2013","Theft","Valued at <$500"
"-88.217876","40.1055836","9/15/2013","Theft","Valued at <$500"
"-88.2092553","40.1111717","9/16/2013","Theft","Valued at <$500"
"-88.2194209","40.1114261","9/17/2013","Theft","Valued at <$500"
"-88.2185948","40.1107122","9/18/2013","Theft","Valued at <$500"
"-88.1969547","40.0985589","9/19/2013","Theft","Valued at <$500"
"-88.1881893","40.0993386","9/21/2013","Theft","Valued at <$500"
"-88.2189864","40.1127266","9/22/2013","Theft","Valued at <$500"
"-88.2178169","40.1086998","9/22/2013","Theft","Valued at <$500"
"-88.2274139","40.1175388","9/23/2013","Theft","Valued at <$500"
"-88.2197267","40.110745","9/23/2013","Theft","Valued at <$500"
"-88.2252467","40.1063755","9/24/2013","Theft","Valued at <$500"
"-88.2092553","40.1111717","9/25/2013","Theft","Valued at <$500"
"-88.2216686","40.1128579","9/25/2013","Theft","Valued at <$500"
"-88.2038641","40.1077582","9/26/2013","Theft","Valued at <$500"
"-88.218863","40.1088742","9/26/2013","Theft","Valued at <$500"
"-88.2192492","40.1127636","9/27/2013","Theft","Valued at <$500"
"-88.2192439","40.1132805","9/19/2013","Theft","Valued at <$500"
"-88.2180476","40.1075613","9/28/2013","Theft","Valued at <$500"
"-88.1865907","40.0948","9/28/2013","Theft","Valued at <$500"
"-88.2088423","40.1135184","9/27/2013","Theft","Valued at <$500"
"-88.1761515","40.1004711","9/29/2013","Theft","Valued at <$500"
"-88.2186592","40.1153892","10/2/2013","Theft","Valued at <$500"
"-88.2133698","40.1099409","9/28/2013","Theft","Valued at <$500"
"-88.2177928","40.1128169","10/9/2013","Theft","Valued at <$500"
"-88.2186162","40.1091983","10/9/2013","Theft","Valued at <$500"
"-88.2092178","40.111102","10/9/2013","Theft","Valued at <$500"
"-88.2038426","40.1048451","10/12/2013","Theft","Valued at <$500"
"-88.2163203","40.1104907","10/12/2013","Theft","Valued at <$500"
"-88.2027912","40.1018826","10/12/2013","Theft","Valued at <$500"
"-88.1725144","40.099437","10/13/2013","Theft","Valued at <$500"
"-88.1852818","40.0987641","10/13/2013","Theft","Valued at <$500"
"-88.2185411","40.1107204","10/14/2013","Theft","Valued at <$500"
"-88.1966758","40.1025555","10/14/2013","Theft","Valued at <$500"
"-88.2039392","40.1048615","10/14/2013","Theft","Valued at <$500"
"-88.2199895","40.1126774","10/14/2013","Theft","Valued at <$500"
"-88.2134128","40.1137974","10/13/2013","Theft","Valued at <$500"
"-88.2091749","40.111184","10/21/2013","Theft","Valued at <$500"
"-88.210119","40.1097358","10/20/2013","Theft","Valued at <$500"
"-88.1978023","40.1236592","10/23/2013","Theft","Valued at <$500"
"-88.2091641","40.1039014","10/22/2013","Theft","Valued at <$500"
"-88.2152957","40.1118651","10/25/2013","Theft","Valued at <$500"
"-88.1968045","40.0985917","10/25/2013","Theft","Valued at <$500"
"-88.2179189","40.1124928","10/27/2013","Theft","Valued at <$500"
"-88.2218885","40.1288643","10/26/2013","Theft","Valued at <$500"
"-88.2191902","40.1120087","11/3/2013","Theft","Valued at <$500"
"-88.2093787","40.1111738","11/3/2013","Theft","Valued at <$500"
"-88.2050228","40.0945867","11/2/2013","Theft","Valued at <$500"
"-88.2057631","40.1186792","11/10/2013","Theft","Valued at <$500"
"-88.204143","40.1166527","11/18/2013","Theft","Valued at <$500"
"-88.2196784","40.1107409","11/8/2013","Theft","Valued at <$500"
"-88.1925023","40.1115164","11/18/2013","Theft","Valued at <$500"
"-88.1991971","40.099593","11/18/2013","Theft","Valued at <$500"
"-88.1804645","40.1058585","11/19/2013","Theft","Valued at <$500"
"-88.2182622","40.1092106","11/21/2013","Theft","Valued at <$500"
"-88.1921697","40.0916237","12/3/2013","Theft","Valued at <$500"
"-88.2013214","40.1123451","12/9/2013","Theft","Valued at <$500"
"-88.2070827","40.1105974","12/17/2013","Theft","Valued at <$500"
"-88.1903243","40.0974592","12/20/2013","Theft","Valued at <$500"
"-88.2203865","40.1117133","12/20/2013","Theft","Valued at <$500"
"-88.211782","40.1093132","12/31/2013","Theft","Valued at <$500"
"-88.2100976","40.1101543","1/7/2014","Theft","Valued at <$500"
"-88.2187986","40.1107368","3/20/2014","Theft","Valued at <$500"
"-88.2149577","40.1008486","2/25/2014","Theft","Valued at <$500"
"-88.2184178","40.1092106","4/3/2014","Theft","Valued at <$500"
"-88.2070827","40.1105974","4/21/2014","Theft","Valued at <$500"
"-88.1873095","40.1020878","4/24/2014","Theft","Valued at <$500"
"-88.2081985","40.1111266","4/28/2014","Theft","Valued at <$500"
"-88.2031614","40.084302","4/25/2014","Theft","Valued at <$500"
"-88.2226664","40.1059857","4/28/2014","Theft","Valued at <$500"
"-88.1850028","40.1037332","5/4/2014","Theft","Valued at <$500"
"-88.2178706","40.1099737","5/12/2014","Theft","Valued at <$500"
"-88.1852683","40.0987292","5/16/2014","Theft","Valued at <$500"
"-88.1770179","40.1004383","5/16/2014","Theft","Valued at <$500"
"-88.2201988","40.1319733","5/21/2014","Theft","Valued at <$500"
"-88.2129192","40.110544","5/21/2014","Theft","Valued at <$500"
"-88.1814274","40.1056472","5/27/2014","Theft","Valued at <$500"
"-88.2053018","40.1030767","5/27/2014","Theft","Valued at <$500"
"-88.2218825","40.1288576","6/1/2014","Theft","Valued at <$500"
"-88.204371","40.1220184","6/2/2014","Theft","Valued at <$500"
"-88.1970459","40.0913283","6/3/2014","Theft","Valued at <$500"
"-88.1762159","40.1052595","6/12/2014","Theft","Valued at <$500"
"-88.2031909","40.1018662","6/9/2014","Theft","Valued at <$500"
"-88.2018203","40.1019319","6/15/2014","Theft","Valued at <$500"
"-88.1940472","40.098284","6/20/2014","Theft","Valued at <$500"
"-88.2190025","40.1102486","6/22/2014","Theft","Valued at <$500"
"-88.2089978","40.1039342","6/23/2014","Theft","Valued at <$500"
"-88.1865692","40.1010968","6/25/2014","Theft","Valued at <$500"
"-88.2193565","40.1113789","6/25/2014","Theft","Valued at <$500"
"-88.2211965","40.1153769","6/29/2014","Theft","Valued at <$500"
"-88.2216834","40.1136559","6/30/2014","Theft","Valued at <$500"
"-88.2195872","40.129941","6/29/2014","Theft","Valued at <$500"
"-88.213107","40.1163696","7/3/2014","Theft","Valued at <$500"
"-88.2193619","40.1245041","7/7/2014","Theft","Valued at <$500"
"-88.1999615","40.1109358","7/6/2014","Theft","Valued at <$500"
"-88.2150221","40.1047261","7/10/2014","Theft","Valued at <$500"
"-88.1969574","40.0985076","7/11/2014","Theft","Valued at <$500"
"-88.2092366","40.1111492","7/16/2014","Theft","Valued at <$500"
"-88.2195255","40.1250579","7/16/2014","Theft","Valued at <$500"
"-88.2214031","40.1226726","7/17/2014","Theft","Valued at <$500"
"-88.1931943","40.1067981","7/17/2014","Theft","Valued at <$500"
"-88.2132867","40.1131164","7/18/2014","Theft","Valued at <$500"
"-88.1771842","40.1038973","7/18/2014","Theft","Valued at <$500"
"-88.203848","40.0931832","7/19/2014","Theft","Valued at <$500"
"-88.2176131","40.1101173","7/11/2014","Theft","Valued at <$500"
"-88.2070827","40.1105974","7/22/2014","Theft","Valued at <$500"
"-88.2071981","40.1019955","7/23/2014","Theft","Valued at <$500"
"-88.2134101","40.1106784","7/4/2014","Theft","Valued at <$500"
"-88.2034752","40.1137277","7/26/2014","Theft","Valued at <$500"
"-88.2092661","40.1111471","7/28/2014","Theft","Valued at <$500"
"-88.223699","40.1200863","7/29/2014","Theft","Valued at <$500"
"-88.2212234","40.1213784","7/29/2014","Theft","Valued at <$500"
"-88.2093331","40.1110999","7/30/2014","Theft","Valued at <$500"
"-88.2183132","40.1091881","7/30/2014","Theft","Valued at <$500"
"-88.207072","40.1105727","7/31/2014","Theft","Valued at <$500"
"-88.2070425","40.1105748","7/31/2014","Theft","Valued at <$500"
"-88.23852164045","40.0966717793184","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.3651527082512","40.2011400010869","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1905702617487","40.090689979534","1/1/2013","Accidents","Incident occured in Daylight with Rain weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2182720013506","40.1106031670083","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2879867151755","40.1093210851817","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.157351538388","40.308340629416","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2770402533487","40.1322199964054","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2193700481773","40.1155043477977","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 0 injuries and 0 fatalities"
"-88.2418400006869","40.1163399991333","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2050401690907","40.1140673380376","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2847700004014","40.0983699996341","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.1994294046174","40.1273900074743","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2091900011344","40.0691199999811","1/1/2013","Accidents","Incident occured in Dawn with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.220739768026","40.1164299997511","1/1/2013","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2088699997811","40.1092199997059","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2436799727286","40.1326005692333","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2089200020464","40.1115899988472","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2767300009171","40.1119099997034","1/1/2013","Accidents","Incident occured in Daylight with Fog/Smoke/Haze weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2355795562099","40.1102689280441","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2370400199737","40.1090312055241","1/1/2013","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2173869475904","40.1106240155176","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.310792210774","40.1132187740798","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2578100011005","40.1144020693023","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.3313508068826","40.1278698100344","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2156220946947","40.1164542062763","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 2 injuries and 0 fatalities"
"-88.2542100012741","40.1126499992137","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2206536645827","40.1129774099608","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2578100418302","40.1153313533674","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2817427400986","40.0983400274754","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2963954343747","40.0839512507783","1/1/2013","Accidents","Incident occured in Darkness with Rain weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2765100005779","40.0982599997615","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2625391032264","39.9863850076172","1/1/2013","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2214700006386","40.1059900002699","1/1/2013","Accidents","Incident occured in Darkness, lighted road with NA weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2768100010687","40.1168735353867","1/1/2013","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2385960477257","40.1014700177625","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2387121923877","40.1103663599592","1/1/2013","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had No Controls and the incident resulted in 0 injuries and 0 fatalities"
"-88.2579000015289","40.12128525605","1/1/2013","Accidents","Incident occured in Daylight with Rain weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 0 injuries and 0 fatalities"
"-88.2089300014937","40.1124400002689","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2367440002473","40.1163478819458","1/1/2013","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.238714593248","40.112349071157","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Other and the incident resulted in 1 injuries and 0 fatalities"
"-88.2576900019564","40.1034099996856","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2981017055755","40.0970500145834","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.1904499067483","40.0838081334978","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 2 injuries and 0 fatalities"
"-88.0789400011228","40.3855100005537","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2435300388474","40.1199293513861","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2279030163804","40.110408053489","1/1/2013","Accidents","Incident occured in Dusk with Cloudy/Overcast weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1834092042691","40.1301866615181","1/1/2013","Accidents","Incident occured in Darkness with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1945582724929","40.105680000594","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2626899928659","40.1254193078301","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2579100793291","40.1221714237867","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2387099883239","40.110233454731","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2759700256176","40.1321109148681","1/1/2013","Accidents","Incident occured in Darkness with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2767100013954","40.1103300001056","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2689100558386","40.0982209181849","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2435300147017","40.1199297664273","1/1/2013","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2654438017539","40.098192583439","1/1/2013","Accidents","Incident occured in Darkness, lighted road with Rain weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2769880858045","40.1272433646465","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2466698418636","40.0978169475117","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2367996531524","40.1295199995443","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2765114897254","40.0982600210804","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2767093889675","40.1103299954141","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2768895778139","40.1196898405474","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2620000004669","40.1464800003005","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2699535526425","40.1306806079679","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 2 injuries and 0 fatalities"
"-88.2579800152739","40.127170824843","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2772300013613","40.1392300006213","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2579800011652","40.1271699999304","1/1/2014","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2688998905011","40.127328107973","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2304501116692","40.1103199005748","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2981099997292","40.0985200000935","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.3099014507955","40.1132106880868","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Lane Use Marking and the incident resulted in 1 injuries and 0 fatalities"
"-88.2452300013273","40.1191049633951","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2239101363076","40.1105706390008","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2320504581726","40.1102999842928","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 0 injuries and 0 fatalities"
"-88.2214592818432","40.1090807739007","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2335703994354","40.1102785519587","1/1/2014","Accidents","Incident occured in Darkness with Rain weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2411691856408","40.1163417962239","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2228399566962","40.0992384241782","1/1/2014","Accidents","Incident occured in Unknown with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2333299999456","40.0980899991113","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2239900011124","40.1128099997295","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2578400540261","40.1163213110796","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 2 injuries and 0 fatalities"
"-88.2414985360665","40.1027001278089","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.1955488308198","40.0983800461958","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1768001308124","40.1057399575918","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.1906704477471","40.0947599971343","1/1/2014","Accidents","Incident occured in Daylight with Rain weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.1768000402982","40.1057390513082","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2001002383529","40.1016102780514","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1945467305002","40.110950205143","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2018790648931","40.1128271695656","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2193699862835","40.1154985874027","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.1906523960575","40.0938600356868","1/1/2014","Accidents","Incident occured in Dusk with Clear weather. Road infrastructure had No Controls and the incident resulted in 0 injuries and 0 fatalities"
"-88.1364999963352","40.3160598354065","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.1611867615351","40.2879947964628","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1506380260932","40.3095643373395","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 2 injuries and 0 fatalities"
"-88.031308853652","40.113892863021","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2514200002102","40.0544899992103","1/1/2014","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2480596548765","40.0760921843849","1/1/2014","Accidents","Incident occured in Dusk with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.1557400011842","40.3036099999387","1/1/2012","Accidents","Incident occured in Darkness with Clear weather. Road infrastructure had Other Regualtory Sig and the incident resulted in 1 injuries and 0 fatalities"
"-88.2001571478358","40.1419630142666","1/1/2012","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2951600011661","40.0839462307631","1/1/2012","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2192600012606","40.1070799991666","1/1/2012","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.1472089867773","40.3106600008109","1/1/2012","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2401100009653","40.1145999996192","1/1/2012","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Lane Use Marking and the incident resulted in 1 injuries and 0 fatalities"
"-88.2194699924337","40.1231913507317","1/1/2012","Accidents","Incident occured in Darkness, lighted road with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2289290633912","40.1163999991654","1/1/2012","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Traffic Signal and the incident resulted in 1 injuries and 0 fatalities"
"-88.2486664568671","40.1418331972684","1/1/2012","Accidents","Incident occured in Darkness, lighted road with Rain weather. Road infrastructure had Lane Use Marking and the incident resulted in 1 injuries and 0 fatalities"
"-88.2238359304878","40.1045871874926","1/1/2012","Accidents","Incident occured in Daylight with Snow weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
"-88.2241292934314","40.1231300318541","1/1/2012","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.250090001167","40.1182700002689","1/1/2012","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2616327687727","39.9902088719471","1/1/2012","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 1 injuries and 0 fatalities"
"-88.2159897681535","40.1074605183651","1/1/2012","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had Stop Sign/Flasher and the incident resulted in 2 injuries and 0 fatalities"
"-88.1771875757796","40.1343999996125","1/1/2012","Accidents","Incident occured in Daylight with Clear weather. Road infrastructure had No Controls and the incident resulted in 1 injuries and 0 fatalities"
